"Location","latitude","longitude"
"Fair Lawn",40.9276027679,-74.1188774109
"Kirkland",47.6779155731,-122.206237793
"Adams Avenue Park",32.763069,-117.118782
"Block Island",41.1807460785,-71.5811500549
"Gibsonburg",41.3799266815,-83.3285942078
"Cherry Hill",39.9099750519,-75.0042190552
"North Potomac",39.0929069519,-77.2325668335
"Waipahu",21.3854980469,-158.0154342651
"Falconer",42.115524292,-79.2094154358
"Bothell",47.8000717163,-122.2224845886
"Spartanburg",34.9413394928,-81.9506454468
"Gearhart",46.0110301971,-123.9126815796
"Durham",35.9768333435,-78.9126625061
"Downtown Toronto",43.655620575,-79.3851585388
"Keller",32.9176197052,-97.2484397888
"West Philadelphia",39.9731884003,-75.2230949402
"Guelph",43.5293960571,-80.2506828308
"Sebastopol",38.3971881866,-122.8225212097
"Doylestown",40.3025302887,-75.1308288574
"Haleiwa",21.6063089371,-158.0656280518
"Chislehurst",51.4155712128,0.0657180008
"Lake Havasu City",34.4812755585,-114.3210144043
"Brooksville",28.5595760345,-82.4064254761
"Kempton",40.6268024445,-75.8679122925
"West Sacramento",38.5687980652,-121.555355072
"Lawrence",38.973061,-95.236526
"Lower Macungie",40.5429592133,-75.5670547485
"Hampton",37.0275173187,-76.3568687439
"Traverse City",44.7575378418,-85.6171340942
"Grass Valley",39.2070960999,-121.0613174438
"Utah Southern Addition",40.738098,-111.936401
"Myrtle Beach",33.7013874054,-78.8855133057
"Georgetown",30.6336774826,-97.6900558472
"Flushing",40.7585124969,-73.8193397522
"Jupiter",26.9281206131,-80.1190795898
"Dubai",25.15284729,55.2695446014
"Indio",33.7269687653,-116.2347412109
"Destin",30.386469841,-86.4833145142
"La Mirada",33.9075908661,-118.0034866333
"Greenwood Lake",41.2291526794,-74.2746582031
"Long Branch",40.3038692474,-73.9964561462
"West Sussex",50.9484100342,-0.4652455095
"Bellchester",44.373241,-92.511269
"Odenton",39.0686988831,-76.6962585449
"Whitchurch",51.3890705109,-2.5577865839
"Shrewsbury",52.7109031677,-2.7556365728
"Cloquet",46.7174320221,-92.4883422852
"Freiberg",48.118179,12.2562
"Buxton",43.6501331329,-70.5324897766
"North Greenbush",42.6838550568,-73.6487083435
"El Segundo",33.9390449524,-118.4251365662
"Prince William",38.6538658142,-77.3399353027
"Tain",57.8052024841,-4.0616796017
"Newton",42.3317661285,-71.2171936035
"Newton",41.0491313934,-74.7661552429
"Bemidji",47.474395752,-94.8777542114
"Thimphu",27.4729394913,89.6758232117
"Gothenburg",57.6842899323,11.9286146164
"Hurst",32.8331947327,-97.1766700745
"Sundridge",45.7695941925,-79.394695282
"Prescott",34.5815296173,-112.4257583618
"Yellow Springs",39.7952861786,-83.8836746216
"Kenosha",42.5966720581,-87.8618354797
"Idaho Falls",43.4890651703,-112.0402793884
"Culpeper",38.46966362,-77.9987068176
"Waianae",21.4625663757,-158.177192688
"Chattahoochee",30.7071008682,-84.850353241
"North Auburn",38.9265575409,-121.0645446777
"Brookfield",41.4619903564,-73.3982200623
"Brookfield",43.0600948334,-88.1438713074
"Sydney South",-33.8805980682,151.2058563232
"SE Portland",45.4901733398,-122.5860710144
"Franklin",42.0864582062,-71.4014701843
"Franklin",35.915977478,-86.8595809937
"Franklin",44.9830589294,-72.9213867188
"Franklin",39.5059223175,-86.0603713989
"Berwick",43.2708320618,-70.8498725891
"Marlton",39.8959197998,-74.927406311
"Paducah",37.0771427155,-88.6345367432
"St. Andrews",51.4703483582,-2.5892109871
"Yakima",46.5978813171,-120.5216064453
"Placerville",38.743976593,-120.8055801392
"Bethel",41.3670444489,-73.4124107361
"Maringouin",30.4919996262,-91.5223197937
"Gresham",45.5028743744,-122.4433326721
"Lincoln Park",40.9345474243,-74.2982673645
"Redmond",47.6768169403,-122.1248588562
"21842",38.38813,-75.07029
"Warrington",53.391954422,-2.5850230455
"Fairbanks",64.8424034119,-147.7278900147
"Jenkins",37.1708183289,-82.6236076355
"Chapel Hill",35.8664360046,-79.0704803467
"Port Townsend",48.1278896332,-122.7750473022
"Saskatoon",52.1397819519,-106.6277618408
"Geelong",-38.1345653534,144.35597229
"Rice Lake",45.4983100891,-91.7367935181
"Kapiti",-46.067749,170.023254
"Rome",41.9008159637,12.509786129
"Sugar Loaf",41.311252594,-74.286315918
"Arezzo",42.709869,12.63088
"Upper Marlboro",38.8479576111,-76.7598724365
"Buenos Aires",-34.6281394959,-58.4278030396
"Antananarivo",-18.9134349823,47.5281105042
"Peachtree Corners",33.9698123932,-84.2225570679
"Bethesda",38.9770050049,-77.1217498779
"Didcot",51.5957775116,-1.2521855235
"Bracknell",51.402256012,-0.7264164984
"Southfield",42.4761066437,-83.2597579956
"Mcallen",26.2292776108,-98.2339515686
"Gatineau",45.4573116302,-75.675201416
"Freehold",40.2423057556,-74.2863731384
"Taunton",51.0139007568,-3.0867290497
"19063",39.91943,-75.422417
"Purcellville",39.146522522,-77.7143821716
"King George",38.269865036,-77.1728172302
"Alden",42.8990001678,-78.5127906799
"New Castle",39.6686782837,-75.5724067688
"New Castle",40.9986858368,-80.3536186218
"Statesboro",32.4266433716,-81.7828826904
"Ames",42.0284080505,-93.6278800964
"Alamogordo",32.8923282623,-105.9477920532
"Bangkok",13.75333,100.504822
"Warsaw",52.2203369141,21.0624856949
"Soda Springs",39.3225536346,-120.3944320679
"Black Earth",43.1390380859,-89.7329406738
"Barnesville",39.9809169769,-81.1704025269
"Dusseldorf",51.2294178009,6.8241591454
"Spanish Fork",40.1094722748,-111.631351471
"Kennebunk",43.3871192932,-70.5278129578
"Hailey",43.513874054,-114.3049125671
"West Yorkshire",53.749792099,-1.6981810331
"Palmdale",34.5724697113,-118.1031074524
"Suzhou",31.2944164276,120.618221283
"Saranac Lake",44.3092727661,-74.1493835449
"Summerland",49.6129760742,-119.6937866211
"Coeur D'Alene",47.6725387573,-116.7789001465
"Sebastian",27.8059797287,-80.4787216187
"Omsk",55.0309658051,73.28956604
"Elizabeth City",36.2934761047,-76.2356338501
"White Plains",41.0207118988,-73.7515907288
"Hyattsville",38.9856872559,-76.9356689453
"Center Tuftonboro",43.67049,-71.259003
"Marblehead",42.4997730255,-70.8405342102
"Lincolnshire",53.1802997589,-0.2777049989
"Davis",38.5487289429,-121.7420578003
"Wilkes-Barre",41.2378959656,-75.8673324585
"Douglas",54.1699886322,-4.4289109707
"Douglas",42.7561855316,-105.394443512
"Douglas",42.0538330078,-71.7179603577
"Bountiful",40.8722743988,-111.8624076843
"Cape Town",-33.9877700806,18.5090789795
"Skokie",42.0383338928,-87.7548179626
"Marysville",48.091878891,-122.1824798584
"Marysville",42.91314888,-82.4745368958
"Pittsburg",38.0181236267,-121.9060821533
"Daphne",30.6373004913,-87.8970527649
"Rhyl",53.3054676056,-3.4830520153
"North Myrtle Beach",33.8155479431,-78.6999549866
"Dearborn Heights",42.3047599792,-83.2510910034
"Zebbuj",36.0751171112,14.2340750694
"Hortonville",44.3264713287,-88.6381072998
"North Sydney",-33.842294693,151.2088699341
"Monaco",43.7321586609,7.3985190392
"Wigan",53.5429763794,-2.6578325033
"Scranton",41.4167118073,-75.6694984436
"Vieux-Quebec",46.8110351563,-71.2082977295
"Clifton Park Center",42.8727836609,-73.8122901917
"Farmingdale",40.7325801849,-73.4352416992
"Caneadea",42.3492660522,-78.1678161621
"London Borough of Southwark",51.465229,-0.0704
"Barrie",44.3799114227,-79.686542511
"71270",32.493969,-92.627533
"Prince Albert",53.2000370026,-105.7307891846
"Dorset",50.7403278351,-2.3054664731
"Kankakee",41.10704422,-87.8660888672
"Yichang",30.7258348465,111.2832107544
"San Salvador",13.6967182159,-89.2207794189
"Chandler",33.2785797119,-111.8654632568
"Lubbock",33.5662517548,-101.8921279907
"Castle Rock",39.3743629456,-104.8398361206
"Port Macquarie",-31.4445800781,152.8996505737
"Curitiba",-25.4698152542,-49.2853546143
"Binghamton",42.0998077393,-75.9019508362
"Interlochen",44.6536006927,-85.7685470581
"Storrs",41.8089237213,-72.2645568848
"Carthage",37.1711387634,-94.3095550537
"Ephraim",39.3549880981,-111.5783920288
"Steamboat Springs",40.4700946808,-106.8547935486
"Bath",51.3771839142,-2.3688840866
"Brooklin",44.2717418671,-68.5682296753
"Geneva",46.1993904114,6.145970583
"Geneva",42.8528690338,-76.9849586487
"Shelbyville",39.5213680267,-85.7666168213
"Fairmont",39.4781417847,-80.1520271301
"Aaronsburg",40.9006919861,-77.4535484314
"Safety Harbor",27.9933786392,-82.6917304993
"Upland",34.1146850586,-117.6513977051
"Celina",36.5479831696,-85.4910469055
"Noosaville",-26.4062805176,153.0543136597
"Chambersburg",39.9291610718,-77.6445541382
"Roanoke",37.2746829987,-79.9794464111
"Roanoke",33.006149292,-97.2305259705
"Mooloolaba",-26.6812839508,153.1243515015
"Turku",60.4550991058,22.2501039505
"Burnsville",44.7591018677,-93.2606582642
"Burnsville",35.9004459381,-82.3140068054
"Kimberley",-28.734210968,24.750995636
"60647",41.921028,-87.702202
"Leesburg",39.1183185577,-77.5708236694
"Clarksville",36.5482826233,-87.3487968445
"Burleson",32.5545959473,-97.3247451782
"Maidstone",51.2745552063,0.5536290109
"Blowing Rock",36.1380405426,-81.6859779358
"Ferndale",42.4572620392,-83.1170692444
"Mexico City",19.3663539886,-99.1437416077
"North Ridgeville",41.3874645233,-82.0187759399
"Southeast Atlanta",33.724439621,-84.321395874
"Maynard",42.4298744202,-71.4543075562
"Inverness",57.4672889709,-4.2385978699
"Kittery Foreside",43.0852432251,-70.7457351685
"Morgantown",39.6169261932,-79.8989715576
"Kahuku",21.6823740006,-157.9677734375
"Ankeny",41.7244262695,-93.607334137
"Lock Haven",41.1427993774,-77.4267883301
"Lehighton",40.8353290558,-75.7158813477
"Ellinwood",38.3576011658,-98.5839958191
"Bakersfield",35.358133316,-119.0338973999
"Decatur",35.5130157471,-84.7923736572
"Decatur",39.8545894623,-88.9460220337
"Kelowna",49.8911323547,-119.4582366943
"Bangalore",12.9538049698,77.6275444031
"Graham",36.0795307159,-79.3935470581
"Luton",51.9407501221,-0.4212025106
"East Sydney",-33.8734588623,151.2150650024
"Singapore",1.2924994826,103.8554878235
"Sonora",27.06601,-109.431374
"Gloucestershire",51.7671451569,-2.1667239666
"South Jordan",40.5549182892,-111.949848175
"Kalamazoo",42.2797050476,-85.6048660278
"Chippenham",52.30537,0.43359
"Cellardyke",56.227689743,-2.6885598898
"Kathmandu",27.7006940842,85.3170776367
"South Minneapolis",44.9246654511,-93.2156028748
"Newberg",45.3099784851,-122.9902153015
"Oliver",49.1821575165,-119.5612335205
"Chodzież",52.995973587,16.9082746506
"San Ramon",37.7646980286,-121.9603462219
"New Berlin",42.9827213287,-88.1041870117
"Cambridgeshire",52.3715686798,0.0060084909
"Sudbury",46.5470752716,-81.1022338867
"St. Leonards",50.8552322388,0.5468270183
"Chippewa Falls",44.9454288483,-91.373374939
"Redford",42.4046592712,-83.2779006958
"Dawson Creek",55.7527999878,-120.2242050171
"Ferntree Gully",-37.8826217651,145.2900543213
"Pendleton",38.4594707489,-85.2939758301
"Chesterfield",40.1153812408,-74.6523132324
"Medford",42.3333206177,-122.8609733582
"Medford",42.4229774475,-71.1101722717
"Woodbury Heights",39.8169231415,-75.1490707397
"East Barnet",51.6461753845,-0.1580139995
"Azusa",34.1441707611,-117.9115867615
"Yonkers",40.9473114014,-73.8633270264
"Fortrose",57.593624115,-4.1203124523
"Puyallup",47.1803951263,-122.2529029846
"Sioux Falls",43.5426216125,-96.7381668091
"Nags Head",35.9334564209,-75.6191368103
"Cheyenne",41.1367969513,-104.8039512634
"Tega Cay",35.0350456238,-81.0236549377
"La Virginia",4.8906474113,-75.8832550049
"Gig Harbor",47.3177623749,-122.5808639526
"Ljubljana",46.0643882751,14.543967247
"Pueblo",38.2701034546,-104.6347045898
"Dover",43.1762332916,-70.876083374
"Dover",39.1273708344,-75.5191955566
"New Britain",41.686662674,-72.7870788574
"Normal",40.5171508789,-89.0082359314
"Romeoville",41.6305809021,-88.1016159058
"Derbyshire Dales District",53.1264533997,-1.7006060481
"Isle of gigha",55.6594963074,-5.7424106598
"Chilliwack",49.1535415649,-121.9668655396
"Stafford",29.6032266617,-95.569896698
"Shropshire",52.6569404602,-2.7156720161
"Elgin",30.3402738571,-97.3809280396
"Elgin",42.0787887573,-88.2846221924
"Yosemite Village",37.7436294556,-119.5825767517
"Harvard",42.5044517517,-71.5906181335
"Portage la Prairie",49.9699649811,-98.2870368958
"Collettsville",35.9258823395,-81.6689300537
"Van Cortlandtville",41.2855415344,-73.9146842957
"Tyne and Wear",54.9451789856,-1.5483005047
"Wichita",37.6836261749,-97.3263130188
"Prague",50.0476207733,14.4576830864
"Alameda",37.7547283173,-122.2668685913
"Walthamstow",51.5857944489,-0.0280340009
"Adrian",41.9074516296,-84.0309753418
"Galway",53.2689857483,-9.0268239975
"Jordanstown",54.6901836395,-5.8736524582
"Hampshire",51.0439338684,-1.3279919922
"Melissa",33.2684173584,-96.6048660278
"Vilnius",54.7277107239,25.2489013672
"Framingham",42.3060779572,-71.4314994812
"Hibbing",47.421497345,-92.9320068359
"Conyers",33.6627960205,-84.0179481506
"Lockhart",29.8865337372,-97.6839485168
"Sedona",34.864906311,-111.780456543
"Fort Leonard Wood",37.7426261902,-92.1151885986
"Indonesia",-6.32231,106.973328
"Wellsboro",41.7447071075,-77.3109931946
"Miami Beach",25.8194637299,-80.137638092
"Cary",35.7873687744,-78.7970848084
"Northwood",43.2219276428,-71.2023353577
"Viborg",56.4457397461,9.4024248123
"Absecon",39.4419212341,-74.4865188599
"Jamestown",46.9181919098,-98.7101287842
"La Crosse",43.8043403625,-91.227897644
"Buckinghamshire",51.8386249542,-0.8067595065
"Redondo Beach",33.8485240936,-118.3959236145
"Prue",36.24239,-96.313347
"Shepparton",-36.384595871,145.4057617188
"Westminster",51.5047702789,-0.1292390004
"Westminster",39.5933551788,-77.0060882568
"Powder Springs",33.8725948334,-84.682182312
"Dillon",39.6269664764,-106.0249328613
"Wausau",44.9716053009,-89.6494255066
"Fort Mill",35.0085964203,-80.9360427856
"Newnan",33.3779067993,-84.7812767029
"Christchurch",-43.5198326111,172.6283721924
"Little Five Points",33.7634735107,-84.3421478271
"Sidney",40.0138339996,-88.0761489868
"Leonardtown",38.2887935638,-76.6272392273
"Stevenson",45.6878566742,-121.8744812012
"Red Lodge",45.18642,-109.246986
"Palatine",42.1159629822,-88.0458259583
"Downtown Edmonton",53.5332202911,-113.5204391479
"Nevada City",39.2732028961,-121.004699707
"Roxbury",42.3207626343,-71.0904121399
"White River Junction",43.6506156921,-72.3350257874
"Palm Harbor",28.084851265,-82.7285881042
"Quincy",39.9362659454,-91.3783531189
"Quincy",30.511179924,-84.6149406433
"Surry",37.1460018158,-76.8053703308
"Freeport",42.2920951843,-89.6240158081
"Highland Park",40.5004863739,-74.425743103
"Stratford",41.2111358643,-73.1424789429
"East Lansing",42.7263679504,-84.4785766602
"South Pasadena",34.1197090149,-118.1608047485
"Kingsport",36.539276123,-82.564239502
"Firestone",40.1345214844,-104.9569854736
"Shelburne",44.3931369782,-73.2403564453
"Kountze",30.3722295761,-94.3130836487
"Martinsville",36.6948413849,-79.874370575
"Cleburne",32.3425998688,-97.4047889709
"Kecskemét",46.9093761444,19.7010612488
"Netcong",40.8906745911,-74.7073936462
"Waukesha",43.0081977844,-88.2388305664
"Grimsby",53.5620517731,-0.1002505019
"Margate",51.3837757111,1.3900489807
"Edmond",35.6550579071,-97.4732055664
"Pictou",45.7544612885,-62.7291870117
"Pucallpa",-8.43381,-74.55957
"Gunnison River",38.581841,-106.92717
"Harbin",45.7553367615,126.6256942749
"Cuyahoga Falls",41.1602859497,-81.5123596191
"Lake Elsinore",33.6762638092,-117.3399467468
"Camden",39.9478664398,-75.1124305725
"College Station",30.6144704819,-96.3305931091
"Shelton",47.225566864,-123.1139373779
"Meeme",43.920731,-87.825752
"Oulu",65.0161437988,25.499625206
"Piedmont",33.9237728119,-85.6017723084
"Ladysmith",49.807522,-98.824982
"Elizabethton",36.3434276581,-82.2086181641
"Slavic Village",41.4580078125,-81.6474304199
"Rowlett",32.9006443024,-96.5583381653
"Santa Fe",35.6675376892,-105.9667243958
"Spooner",45.8332138062,-91.8639144897
"El Paso",31.8229408264,-106.4399719238
"Huntington",40.8790283203,-85.497051239
"Huntington",38.4066429138,-82.432964325
"Applegate",42.2566814423,-123.1693305969
"Ludlow",39.0849056244,-84.5405731201
"Ludlow",43.4044494629,-72.71616745
"Granite Shoals",30.5833978653,-98.3830223084
"Holmen",43.9698352814,-91.2664527893
"Grand Junction",39.0874919891,-108.5697059631
"Lower East Side",40.7188091278,-73.9848022461
"Greenbank",48.084482193,-122.5917739868
"Abilene",32.4241104126,-99.752368927
"Middleburg Heights",41.3671092987,-81.8105926514
"Sunrise",26.1607961655,-80.3046951294
"Corning",42.1442279816,-77.0221977234
"Lilburn",33.8758468628,-84.1329803467
"Penryn",50.1618804932,-5.1081786156
"Pataskala",40.0228633881,-82.6822814941
"Palm Beach Gardens",26.8416824341,-80.0925369263
"North Manchester",41.003276825,-85.7755203247
"Dennysville",44.872238,-67.400703
"Morgan Hill",37.131477356,-121.6622505188
"Whitehorse",60.7229099274,-135.0551834106
"West Lafayette",40.4426994324,-86.9242134094
"Unionville",35.950909,-89.435966
"Malaga",36.7105331421,-4.4150285721
"Gregory",42.4406681061,-84.0855674744
"Stevensville",42.0160865784,-86.5260887146
"Stevensville",46.5233230591,-114.0995368958
"Vranya",42.5629367828,21.9153213501
"North Phoenix",33.6037502289,-112.0623893738
"Mapleton",40.1240367889,-111.560836792
"Devils Lake",48.1189212799,-98.8605499268
"Waterloo",43.4745559692,-80.5440940857
"Sunnyside",40.7417125702,-73.924533844
"Rockaway",40.9126186371,-74.5171432495
"Bonita Springs",26.3463516235,-81.8004646301
"Kitty Hawk",36.0920639038,-75.7177505493
"Helvetia",45.6058273315,-122.9282684326
"Newington",41.6915779114,-72.7295608521
"Mays Landing",39.4602203369,-74.7019081116
"Bowie",38.9557418823,-76.7627487183
"Apex",35.7492580414,-78.8634567261
"Topanga",34.0974369049,-118.5996551514
"Newtown",-27.6168012619,152.7726898193
"Glenside",40.1021099091,-75.153503418
"Glenside",40.3599338532,-75.9663772583
"Sonoma",38.2809448242,-122.414024353
"Surry Hills",-33.8843898773,151.2146148682
"Wall",40.1461029053,-74.0903892517
"Layton",41.073513031,-111.9837493896
"Mwanza",-2.5116305351,32.8865432739
"Merrick",40.6609077454,-73.5564956665
"Melrose Park",41.9042816162,-87.8458251953
"Vallejo",38.1111736298,-122.2414283752
"New Albany",38.3082923889,-85.8257751465
"East Melbourne",-37.8147640228,144.9791030884
"Culver City",34.0149459839,-118.3883171082
"Zillah",46.4209213257,-120.2443084717
"Starkville",33.4499702454,-88.8133468628
"Marion",39.58733,-85.759064
"Pacific Palisades",34.0759754181,-118.5455513001
"Port St. Lucie",27.2873325348,-80.3621559143
"Summit",37.7997055054,-112.9343566895
"St. Joseph",39.7597904205,-94.8407211304
"St. Joseph",42.0831298828,-86.4869117737
"Mill Valley",37.8854675293,-122.5484352112
"Nacogdoches",31.6117992401,-94.6629257202
"Brantford",43.1383266449,-80.2758674622
"Grayling",44.6600418091,-84.6312561035
"Annandale-on-Hudson",42.0167675018,-73.9096107483
"Carlsbad",33.1293735504,-117.2926101685
"Harrogate",53.9981956482,-1.5270565152
"Joliet",41.5161476135,-88.1300392151
"Agadez",16.9834098816,7.9800009727
"Laie",21.6353292465,-157.9346466064
"Shiloh",38.5477371216,-89.8897132874
"Williamsville",42.9586772919,-78.7387580872
"Skopje",42.0039825439,21.3942136765
"New Windsor",41.4642677307,-74.0494728088
"Dunblane",56.1932640076,-3.9634029865
"Eureka",40.7702503204,-124.1571807861
"23462",36.836411,-76.146538
"Atlantic City",39.3620281219,-74.446018219
"Meredith",43.6391162872,-71.4762191772
"Moorestown",39.9758701324,-74.9399719238
"Ulladulla",-35.3592166901,150.4709320068
"North Ontario",34.0768127441,-117.6112632751
"Brownsburg",39.8576469421,-86.3810997009
"Iola",44.5075511932,-89.1189689636
"North Kingstown",41.5787754059,-71.455657959
"Narrowsburg",41.6153373718,-75.0520019531
"Martinez",37.9951839447,-122.1383323669
"Jay",44.5180664063,-70.2150878906
"Butterley",53.0616664886,-1.3960784674
"Yellowstone",42.7820472717,-89.9623222351
"Guildford",51.2402248383,-0.5723184943
"Gaithersburg",39.1422901154,-77.2087554932
"Studio City",34.1381549835,-118.3918037415
"Sudan",34.0666046143,-102.5320777893
"Redwood City",37.5076618195,-122.2287864685
"Bartlett",35.1894264221,-89.8295669556
"Vail",39.6394729614,-106.3439941406
"Mount Joy",40.1425666809,-76.545539856
"Hood River",45.6889629364,-121.5285568237
"King's Cross",51.5341949463,-0.1214524992
"Concord",43.2248802185,-71.55991745
"Concord",37.9747257233,-121.9984703064
"Concord",35.3879451752,-80.625
"Southend-on-Sea Borough",51.5394287109,0.7191885114
"Gladstone",45.3808250427,-122.5944366455
"Marlow",34.6279201508,-97.9619941711
"Valencia",39.4632892609,-0.3752360046
"Wentzville",38.805727005,-90.8690185547
"Moorpark",34.2910575867,-118.8584060669
"Roswell",34.026014328,-84.3556518555
"Coconut Creek",26.2724742889,-80.1910095215
"New Braunfels",29.7108078003,-98.1125411987
"Millinocket",45.6673374176,-68.7034568787
"Kissimmee",28.2535104752,-81.4688415527
"Council Bluffs",41.2500801086,-95.8429527283
"Rockport",44.1816749573,-69.0791549683
"Rockport",42.6586971283,-70.6062774658
"Ravenna",41.1571426392,-81.2628173828
"Inglewood",33.9593505859,-118.3535652161
"North Branch",43.231880188,-83.1976165771
"South Kingstown",41.4308509827,-71.5163192749
"South Orange",40.7522945404,-74.2696113586
"Whistler",50.1184921265,-122.9217758179
"Lahaina",20.9126844406,-156.6542282105
"Blairstown",40.986082077,-75.0036506653
"Nalchik",43.481892,43.28606
"Juneau",58.3186759949,-134.1139678955
"Milledgeville",33.0882453918,-83.24559021
"Guatemala City",14.6159276962,-90.5152854919
"Tauranga Central",-37.6802883148,176.1713867188
"Hurricane",38.4326610565,-82.014415741
"Penticton",49.4889335632,-119.5650520325
"Glen Ellen",38.3709220886,-122.5162696838
"New Rochelle",40.9318199158,-73.7803649902
"Chapmanville",37.9644241333,-82.0169334412
"Nishinomiya",36.57428,139.838333
"Pocatello",42.8680152893,-112.4267845154
"Ariel",45.978679657,-122.5148925781
"Oviedo",28.6410093308,-81.2052536011
"Vista",33.2016067505,-117.2347259522
"91406",34.196152,-118.492371
"Gibraltar",36.1233692169,-5.3449790478
"Andover",42.65076828,-71.1541099548
"Grand Forks",47.9217700958,-97.1185379028
"Porter",41.6426563263,-87.0697937012
"Arcata",40.8767929077,-124.0966186523
"Gillingham",51.3684082031,0.5585480034
"Mission Viejo",33.624256134,-117.6494293213
"Coos Bay",43.3807983398,-124.2416610718
"Beloit",39.4692745209,-98.1098327637
"Beloit",42.52891922,-89.0470466614
"Downingtown",40.0076694489,-75.7039871216
"Harlem",40.8117103577,-73.9470291138
"Ashford",41.8786621094,-72.1472740173
"Helendale",34.7426891327,-117.3245773315
"Loveland",39.2698249817,-84.2690086365
"West Hills",34.2044944763,-118.6428489685
"Roseville",38.7701816559,-121.2867050171
"West Hollywood",34.0928192139,-118.3565063477
"Starbuck",45.6093864441,-95.5460472107
"Whitefish",48.412858963,-114.352394104
"Lewiston",44.0826625824,-70.1828460693
"Grand Blanc",42.9325942993,-83.639213562
"North Melbourne",-37.8009757996,144.9453659058
"Janesville",42.684715271,-89.0186538696
"Williamston",42.6728248596,-84.2861366272
"Falls Church",38.8745498657,-77.2037124634
"Sayville",40.7251033783,-73.0783653259
"Nyack",41.0988788605,-73.9208374023
"Fredericton",46.366829,-63.431999
"Schaefferstown",40.298729,-76.296127
"Long Island City",40.7573070526,-73.9347839355
"Methuen",42.7341594696,-71.1831245422
"Waterford",42.66340065,-83.3850593567
"Cocoa Beach",28.3179321289,-80.6169242859
"Macon",32.8391017914,-83.6721115112
"Putney",42.9955596924,-72.5443763733
"Ladera Ranch",33.5683994293,-117.6263237
"Hopewell",41.0521297455,-74.5616989136
"Matthews",35.1117305756,-80.730884552
"Bailey",39.4143371582,-105.4741020203
"Egham",51.4245586395,-0.5558655262
"Goma",-1.6766334772,29.2129898071
"San Tan Valley",33.1717,-111.57
"72401",35.8881,-90.640259
"Ellis",38.9499931335,-99.5505523682
"Johns Creek",34.0290641785,-84.2007980347
"West Chester",39.9505462646,-75.6038398743
"Garden Grove",33.7788963318,-117.9628257752
"Wasilla",61.5805435181,-149.4499969482
"Jim Thorpe",40.8830699921,-75.7423019409
"Spicer",45.2385940552,-94.9192466736
"Fort Hood",31.1120243073,-97.7786636353
"Bluff City",36.4868736267,-82.2679176331
"Stirling",56.25922966,-4.3619149923
"Johnstown",40.3345966339,-78.9346237183
"Kasterlee",51.2401123047,4.9488873482
"Dunfermline",56.0702781677,-3.4494299889
"Pleasant Grove",40.3800106049,-111.712436676
"Kamakura",35.746078,139.879074
"Winnetka",34.2109146118,-118.580657959
"Lahore",31.5456981659,74.3373069763
"Faversham",51.3193473816,0.9053264856
"North Vancouver",49.3507232666,-123.0288925171
"Hartwick",42.66,-75.047401
"Staffordshire",52.8249950409,-2.0132869482
"West Memphis",35.1539840698,-90.1833267212
"Dalston",51.5443878174,-0.0687764995
"East Moriches",40.8093147278,-72.7561988831
"Aransas Pass",27.8947868347,-97.128578186
"Medina",41.1438179016,-81.8504638672
"Robbinsville",40.218788147,-74.6182594299
"Healdsburg",38.6076126099,-122.8820800781
"City of Edinburgh",55.9385757446,-3.2581915855
"Saijo",34.102631,134.380264
"Cupertino",37.3137207031,-122.0504646301
"New Iberia",29.9991025925,-91.824005127
"Plantation",26.1162776947,-80.2700271606
"Southwest Colorado Springs",38.79195,-104.838829
"Canterbury",41.7010345459,-71.9777259827
"Canterbury",51.2813034058,1.0849850178
"Swampscott",42.4776210785,-70.9096031189
"Chatham-Kent",42.2942810059,-82.1822395325
"Canonsburg",40.271780014,-80.1716270447
"Tarzana",34.1581726074,-118.5436897278
"Sendai",34.451149,136.541489
"Malmö",55.5923728943,12.9871001244
"Brattleboro",42.8623104095,-72.5787734985
"Kennewick",46.1992321014,-119.164604187
"Wilton",44.5871582031,-70.2287712097
"Wilsonville",45.3119697571,-122.7705497742
"New Bedford",41.6844310761,-70.8767471313
"Darien",41.0639286041,-73.4800758362
"Eastham",41.8474273682,-69.9762153625
"Dixon",38.4471263886,-121.8371772766
"St. George",37.0771789551,-113.5888824463
"Tauranga",-37.6970882416,176.2147369385
"Mercer Island",47.5553970337,-122.2292671204
"London Borough of Lewisham",51.453602,-0.01802
"Royal Oak",42.4732761383,-83.1716308594
"East Lyme",41.3418178558,-72.2132644653
"New Hartford",41.8752593994,-72.9971237183
"Kitchener",43.432012558,-80.4744415283
"Lindon",40.3414497375,-111.708530426
"Sherwood",45.3708686829,-122.8457717896
"Longview",32.5063438416,-94.7540626526
"Kirkwall",58.9824256897,-2.9736895561
"Abergavenny",51.8260746002,-3.014249444
"Evans",33.5370464325,-82.1341400146
"Addison",32.955657959,-96.8202285767
"East Greenwich",41.6537685394,-71.4482154846
"Houghton-le-Spring",54.8417568207,-1.4742490053
"Saratoga Springs",40.3296833038,-111.9168739319
"Great Falls",47.5026302338,-111.2955970764
"Great Falls",38.9972705841,-77.2963523865
"Hemet",33.7187156677,-116.9785766602
"8077",40.001968,-74.994598
"Stuart",27.1532621384,-80.2216415405
"Thomaston",32.8985023499,-84.3366966248
"Richlands",34.8944644928,-77.5472831726
"Oshawa",43.9465007782,-78.8680915833
"Shakopee",44.7865047455,-93.4902954102
"Missouri City",29.5748920441,-95.5495948792
"Hilo",19.7507600784,-155.2959976196
